zuordnung;Name;Vorname;Titel;Land;Zeit am Institut ;Abteilung;Auswahl 1950–1990;"""Ostblock"" inkl. China & Nordkorea";Förderer;Förderer extern;Herkunftsinstitut (bei letztem Aufenthalt am IEG);Forschungsthema;Beschreibung;Publikation;Betreuer/in oder nur Gutachter/in;Institution Betreuer/in;Ort Institution Betreuer/in;Staat Institution Betreuer/in;Staatsangehörigkeit Betreuer/in;Spalte2
Fellow;Nieding;Thomas;;Bundesrepublik Deutschland;1987, 1988;2;1;;Institut;;Ruhr-Universität Bochum, Deutschland;Der Physiokrat Johann August Schlettwein und die deutschen Physiokraten;;"{""weiteres52d3fad6c10b1"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=010177140 | Physiokratie und Revolution \u2013 Ansichten einer facettenreichen Interdependenz, in: Aufkl\u00e4rung, Politisierung und Revolution, hrsg. von Winfried Schulze, Pfaffenweiler 1991 (Bochumer Fr\u00fchneuzeitstudien 1), 51\u201384 | _new>>\r\n""}}";B;Ruhr-Universität;Bochum;Bundesrepublik Deutschland;;
Fellow;Nikova;Gospodinka Stojkova;;Bulgarien;1988;2;1;1;Institut;;Bulgarische Akademie der Wissenschaften, Historisches Institut, Sofia, Bulgarien;Die Wirtschaftsbeziehungen zwischen Bulgarien und der Europäischen Wirtschaftsgemeinschaft 1949–1960  ;"Postdoc-Aufenthalt; Empfohlen von Prof. Kossev";"{""weiteres52d3fad6d72dd"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=188037179 | S\u0103vet\u0103t za Ikonomi\u010deska Vzaimopomo\u0161t i B\u0103lgarija 1949\u20131960, Sofia 1989 | _new>>\r\n""}}";G;"Vizepräsident des bulgarischen Komitees für Wissenschaft; korresp. Mitglied der Bulgarischen Akademie der Wissenschaft";"Sofia; Sofia";"Bulgarien; Bulgarien";;
Fellow;Nikova;Gospodinka Stojkova;;Bulgarien;1990;2;1;1;Institut;;Bulgarische Akademie der Wissenschaften, Historisches Institut, Sofia, Bulgarien;Die Wirtschaftsbeziehungen zwischen Bulgarien und der Europäischen Wirtschaftsgemeinschaft 1949–1960  ;"Postdoc-Aufenthalt; Empfohlen von Prof. Kossev";"{""weiteres52d3fad6d72dd"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=188037179 | S\u0103vet\u0103t za Ikonomi\u010deska Vzaimopomo\u0161t i B\u0103lgarija 1949\u20131960, Sofia 1989 | _new>>\r\n""}}";G;;;;;
Fellow;Nocken;Ulrich;;Bundesrepublik Deutschland;1977;2;1;;Institut;;University of California, Berkeley, USA;Konflikte und Allianzen in der deutschen Industrie der Weimarer Republik;Informiert von Prof. Gillingham und Dr. Kovan;"{""weiteres52d3facf75be7"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=135976693 | Interindustrial Conflicts and Alliances in the Weimar Republic: Experiments in Societal Corporatism, Ann Arbor 1979 | _new>>\r\n""}}";B;University of California;Berkeley, California;USA;;
Fellow;Noflatscher;Heinz;;Italien;1989, 1990;2;1;;Institut;;Universität Innsbruck, Österreich;Herrschaft und Räte in Tirol 1480–1530;"Postdoc-Aufenthalt; promoviert bei Prof. Rainer (Innsbruck)";"{""weiteres52d3fad70fffc"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=074406922 | R\u00e4te und Herrscher. Politische Eliten an den Habsburgerh\u00f6fen der \u00f6sterreichischen L\u00e4nder 1480\u20131530, Mainz 1999 (IEGV 161) | _new>>\r\n""}}";G;"Eberhard-Karls-Universität; Italienisch-Deutsches Historisches Institut";"Tübingen; Trient";"Bundesrepublik Deutschland; Italien";;
Fellow;Noonan;Eamonn M.;;Irland;1982, 1983;2;1;;Extern;DAAD;University of Cork, Irland;Wirtschaftstheorie und Wirtschaftspolitik in Deutschland unter dem Eindruck der Weltwirtschaftskrise;"Fertigstellung der Magisterarbeit; Betreuer der Arbeit unbekannt";"{""weiteres52d3fad5be43a"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/946524548\/about\/html | Choosing confrontation: commercial policy in Britain and Germany, 1929\u20131936, Diss. European University Institute Florence 1995 | _new>>\r\n""}}";G;Johannes Gutenberg-Universität;Mainz;Bundesrepublik Deutschland;;
Fellow;Norgaard-Petersen;Lissa;;Dänemark;1957, 1958;2;1;;Institut;;Křbenhavns Universitet, Dänemark;Die deutsch-dänischen Beziehungen 1900–1914  ;Nicht ersichtlich, wer Betreuer der Arbeit war, Kontakt durch Prof. Holm wohl hergestellt, kein Gutachten vorhanden;;kein Gutachter;;;;;
Fellow;Novák;Otto;;Tschechoslowakei;1988;2;1;1;Institut;;Univerzita Karlova Praha, Tschechien;Die sudetendeutschen Antifaschisten in der Tschechoslowakei 1933–1939;Postdoc-Aufenthalt;"{""weiteres52d3fad02b80f"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/369200675 | Henleinovci proti \u010ceskoslovensku : z historie sudeton\u011bmeck\u00e9ho fa\u0161ismu v letech 1933\u20131938, Prag 1987 (\u010ceskoslovensk\u00fd Svaz Protifa\u0161istick\u00fdch Bojovn\u00edk\u00b0u: Dokumenty Sv. 214) | _new>>\r\n""}}";B;;;;;
Fellow;Nyberg;Tore Samuel;;Schweden;1962, 1963, 1964;1;1;;Institut;;;Studien zu den Klöstern des Brigittenordens;"Akte im Ordner 1217; kein Gutachter oder Betreuer vorhanden; ""Akte"" nur ein einziges Schreiben";"{""weiteres52d3fad3735fa"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=055075428 | Birgittinische Klostergr\u00fcndungen des Mittelalters, Lund 1965 (Bibliotheca historica Lundensis 15 | _new>>\r\n""}}";;;;;;
Fellow;Oberman;Heiko A.;;Niederlande;1958, 1959;1;1;;Institut;;Harvard University, USA;Gabrielis Biel Canonis Misse Expositio;"Akte in Ordner 1221 vorhanden; kein Gutachter oder Betreuer vorhanden";"{""weiteres52d3fad336883"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=029908035 | Mitherausgeber: Gabrielis Biel Canonis Misse Expositio, 5 Bde., Wiesbaden 1963\u20131976 (IEGV 31-34, 79) | _new>>\r\n""}}";;;;;;
Fellow;Ocker;Christopher;;USA;1988, 1989, 1990, 1991;1;1;;Institut;;Princeton Theological Seminary, USA;Ausbildung und Exegese bei den Bettelbrüdern: Der Apostelgeschichtekommentar des Augustinermönchs Johannes Klenkok in seinen geschichtlichen Umgebungen;;"{""weiteres52d3fad7030aa"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/www.jstor.org\/stable\/1006550 | Johannes Klenkok: A Friar's Life, c. 1310-1374, Philadelphia 1993 (Transactions of the American Philosphical Society 83,5) | _new>>\r\n""}}";B;Princeton Theological Seminary;Princeton, New Jersey;USA;;
Fellow;Olivier;Daniel;;Frankreich;1959, 1960, 1961, 1962;1;1;;Institut;;Institut Catholique, Paris, Frankreich;Martin Luther, Les Theses de Heidelberg;"Akte im Ordner 1219; kein Gutachter oder Betreuer vorhanden";"{""weiteres14563fd992fa44bb"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=054006309 | Der Fall Luther : Geschichte einer Verurteilung, 1517-1521, Stuttgart 1972 | _new>>""}}";;;;;;
Fellow;Ormos;Mária;;Ungarn;1982;2;1;1;Extern;Volkswagen-Stiftung;Hungarian Academy of Sciences Budapest, Ungarn;Die französische Osteuropa- und Südosteuropapolitik 1918–1939;;"{""weiteres52d3facfb6385"":{""titel"":""Publikationen"",""text"":""- Padov\u00e1t\u00f3l Trianonig, 1918\u20131920, Budapest 1983\r\n- <<http:\/\/aleph.nkp.cz\/F\/?func=direct&doc_number=001463444&local_base=NKC | engl. \u00dcbers.: From Padua to the Trianon: 1918\u20131920, Boulder, Colorado 1990 | _new>>\r\n""}}";;;;;;
Fellow;Ostravsky;Miroslav;;Tschechoslowakei;1964, 1965;1;1;1;Institut;;;Reformation und Gegenreformation bei den Slowenen;"Akte im Ordner 1217; kein Gutachter oder Betreuer vorhanden; ""Akte"" nur ein einziges Schreiben";"{""weiteres14563fdf3ef53bb8"":{""titel"":""Publikationen"",""text"":""- Die Reformation und Gegenreformation bei den Slowenen mit besonderer Ber\u00fccksichtigung der sozialen und wirtschaftlichen Verh\u00e4ltnisse in diesen Gebieten, Klagenfurt 1965 (aus: K\u00e4rntner Museumsschriften 30)""}}";;;;;;
Fellow;Otáhal;Milan;;Tschechoslowakei;1966;2;1;1;Institut;;Akademie v?d ?eské republiky Praha, Tschechien;Großbritannien, die USA und die UdSSR 1939–1941;"Informiert von Dr. Löwenstein; Postdoc-Aufenthalt; Betreuer nicht gefunden";"{""weiteres14560e92a38bb440"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/24666176\/ | VIAF-Link | _new>> ""}}";G;Tschechoslowakische Akademie der Wissenschaften, Historisches Institut;Prag;Tschechoslowakei;;
Fellow;Owen;Richard;;Vereinigtes Königreich;1974, 1975;2;1;;Institut;;University of East Anglia, Norwich, UK;Marinerüstung und Schwerindustrie im Kaiserreich 1897–1914;;"{""weiteres52d3fad4a626e"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=029782554 | Military-industrial relations: Krupp and the Imperial Navy Office, in: Society and politics in Wilhelmine Germany, hrsg. von Richard J. Evans, London 1978, 71\u201389 | _new>>\r\n""}}";B;University of East Anglia;Norwich;Vereinigtes Königreich;;
Fellow;Pajkossy;Gábor;;Ungarn;1983;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Die ungarische liberale Reformbewegung 1830–1848;"Empfohlen von G. Ranki; Postdoc-Projekt";"{""weiteres14560ebfc2c63827"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/22270083\/ | VIAF-Link | _new>>""}}";G;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Palloks;Elke;;Bundesrepublik Deutschland;1982, 1983, 1984;1;1;;Institut;;Universität des Saarlandes, Saarbrücken, Deutschland;Georg III. Truchseß von Waldburg (1488–1531). Eine politische Biographie;;;B;Universität Bern;Bern;Schweiz;;
Fellow;Parisius;Bernhard;;Bundesrepublik Deutschland;1979, 1980;2;1;;Institut;;Georg-August-Universität Göttingen, Deutschland;Entstehung und Entwicklung der Arbeiterbewegung im Herzogtum Oldenburg bis 1890;;"{""weiteres52d3fad8af56f"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=071854347 | Vom Groll der \u00bbkleinen Leute\u00ab zum Programm der kleinen Schritte. Arbeiterbewegung im Herzogtum Oldenburg 1840\u20131890, Oldenburg 1985 (Oldenburger Studien 27) | _new>>\r\n""}}";B;Georg-August-Universität;Göttingen;Bundesrepublik Deutschland;;
Fellow;Pate;Dennis;;USA;1978, 1979;1;1;;Institut;;University of California, Berkeley, USA;Jeronimo Nadal und die Frühentwicklung der Gesellschaft Jesu (1545–1580);;"{""weiteres52d3fad544573"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=191278777 | Jer\u00f3nimo Nadal and the early development of the Society of Jesus 1545\u20131573, Ann Arbor 1980 | _new>>\r\n""}}";B;University of California;Berkeley, California;USA;;
Fellow;Peal;David M.;;USA;1983;2;1;;Institut;;Columbia University, New York, USA;Otto Böckel, Genossenschaftsbewegung und Antisemitismus in Kurhessen 1887–1914;;"{""weiteres52d3facfd46fd"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=034540008 | Anti-Semitism and Rural Transformation in Kurhessen: the Rise and Fall of the B\u00f6ckel Movement, Ann Arbor 1985 | _new>>\r\n""}}";B;Columbia University;New York, New York;USA;;
Fellow;Pedlow;Gregory Wick;;USA;1980;2;1;;Institut;;Johns Hopkins University, Baltimore, USA;Der kurhessische Adel 1770–1870;"Postdoc-Aufenthalt; Überarbeitung der Dissertation zur Veröffentlichung";"{""weiteres52d3facf93f72"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=008171424 | The Survival of the Hessian Nobility, 1770\u20131870, Princeton, NJ 1988 | _new>>\r\n""}}";B;Johns Hopkins University;Baltimore, Maryland;USA;;
Fellow;Peraldo;Giuseppe;;Italien;1967, 1968, 1969;1;1;;Institut;;Universitŕ degli Studi di Napoli, Italien;S. F. Benomi und seine Tätigkeit als Nuntius in Deutschland;"Akte im Ordner 1217; kein Gutachter oder Betreuer vorhanden; ""Akte"" nur ein einziges Schreiben";;;;;;;
Fellow;Perovšek;Jurij;;Jugoslawien;1988, 1989;2;1;1;Institut;;Institut für Zeitgeschichte, Ljubljana, Slowenien;Das unitaristische Lager in Slowenien und die nationale Frage in den Jahren 1918–1929;Kein Betreuer  genannt;"{""weiteres52d3fad6dbc70"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=083762396 | Liberalizem in vpra\u0161anje slovenstva. Nacionalna politika liberalnega tabora v letih 1918\u20131929, Ljubljana 1996 | _new>>\r\n""}}";G;"Universität Ljubljana; Universität Ljubljana";"Ljubljana; Ljubljana";Jugoslawien;;
Fellow;Peter;Matthias;;Bundesrepublik Deutschland;1990;2;1;;Institut;;Justus-Liebig-Universität Gießen, Deutschland;John Maynard Keynes und die Deutsche Frage. Strukturprobleme der britischen Deutschlandpolitik zwischen politischem Machtanspruch und ökonomischer Realität in der ersten Hälfte des 20. Jahrhunderts;;"{""weiteres52d3fad72b775"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=051368919 | John Maynard Keynes und die britische Deutschlandpolitik. Machtanspruch und \u00f6konomische Realit\u00e4t im Zeitalter der Weltkriege 1919\u20131946, M\u00fcnchen 1997 (Studien zur Zeitgeschichte 51) | _new>>\r\n""}}";B;Justus-Liebig-Universität;Gießen;Bundesrepublik Deutschland;;
Fellow;Peterse;Hans Marinus;;Niederlande;1987, 1988, 1989, 1990, 1991;1;1;;Extern;Niederländisches Wissenschaftsministerium (1987-1989);Universiteit van Amsterdam, Niederlande;Jacobus Hoogstraeten in seinem Vorgehen gegen Johannes Reuchlin (1510–1520);;"{""weiteres52d3fad6c8f1f"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=035056673 | Jacobus Hoogstraeten gegen Johannes Reuchlin. Ein Beitrag zur Geschichte des Antijudaismus im 16. Jahrhundert, Mainz 1995 (IEGV 165) | _new>>\r\n""}}";B;KTU Amsterdam;Amsterdam;Niederlande;;
Fellow;Peterson;Walter;;USA;1978, 1979, 1980, 1981;2;1;;Extern;1979-1980 Fulbright-Stiftung, 1981 DFG;State University of New York, Buffalo, USA;Die deutsche liberale Presse im Exil: Pariser Tageblatt und Pariser Tageszeitung;;"{""weiteres52d3fad5450dd"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=3-484-35018-0 | The Berlin Liberal Press in Exile: A History of the Pariser Tageblatt - Pariser Tageszeitung, 1933\u20131940, T\u00fcbingen 1987 (Studien und Texte zur Sozialgeschichte der Literatur 18) | _new>>\r\n""}}";B;State University of New York;Buffalo, New York;USA;;
Fellow;Petkov;Petko M.;;Bulgarien;1980, 1981;2;1;1;Institut;;"Sofia University ""St. Kliment Ohridski"", Bulgarien";Die deutsch-bulgarischen politischen Beziehungen 1900–1914;Kein Betreuer genannt;"{""weiteres52d3fad56ffcd"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=121012271 | SA\u0160T i B\u0103lgarija po vreme na P\u0103rvata svetovna vojna, Sofia 1983 | _new>>\r\n""}}";G;;;;;
Fellow;Petricioli;Marta;;Italien;1983, 1984;2;1;;Extern;"1983 Volkswagen-Stiftung,
1984 DAAD";Universitŕ degli Studi di Firenze, Italien;Die italienische Orientpolitik nach dem Ersten Weltkrieg;bereits promoviert  ;"{""weiteres52d3fad605612"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=petricioli+asia+minore | L'Italia in Asia Minore: equilibrio mediterraneo e ambizioni imperialiste alla vigilia della prima guerra mondiale, Florenz 1983 | _new>>\r\n""}}";"Kein Gutachter; kein Betreuer";;;;;
Fellow;Peura;Simo;;Finnland;1982, 1983, 1984, 1985;1;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Die »Deificatio«-Gedanke in der Theologie Martin Luthers;;"{""weiteres52d3fad5e80d4"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=028667565 | Mehr als ein Mensch? Die Verg\u00f6ttlichung als Thema der Theologie Martin Luthers von 1513 bis 1519, Mainz 1994 (IEGV 152) | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki;Finnland;;
Fellow;Pieper, geb. Mutzbauer;Monica;;Bundesrepublik Deutschland;1980, 1981, 1982, 1983;1;1;;Institut;;Johannes Gutenberg-Universität Mainz, Deutschland;Die Grundgedanken im Frömmigkeitsideal Daniel Sudermanns (1550–1631) unter Berücksichtigung der mystischen sowie der spiritualistischen Einflüsse;;"{""weiteres52d3fad584802"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004358651 | Daniel Sudermann (1550 bis ca. 1631) als Vertreter des mystischen Spiritualismus, Stuttgart 1986 (IEGV 121) | _new>>\r\n""}}";B;Johannes Gutenberg-Universität;Mainz;Bundesrepublik Deutschland;;
Fellow;Pilling;Iris;;Bundesrepublik Deutschland;1983;2;1;;Institut;;Hochschule Darmstadt, Deutschland/ State University of New York, USA;Hannah Arendts Jüdischsein als Grundlage für Denken, Verstehen und Handeln;;"{""weiteres52d3fad6017ca"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=046286349 | Denken und Handeln als J\u00fcdin. Hannah Arendts politische Theorie vor 1950, Frankfurt a.M. u.a. 1995 | _new>>\r\n""}}";G;State University of New York;Buffalo, New York;USA;;
Fellow;Piscitello De Pavón;Teresa;;Argentinien;1986;2;1;;Institut;KAAD;Universidad Nacional de Cordoba, Argentinien;Katholische Reformbestrebungen in Deutschland im 16. Jahrhundert  ;Kein Betreuer ersichtlich, nur Übersetzerin genannt, Kein Gutachten vorhanden;;kein Gutachter;;;;;
Fellow;Piszcz;Edmund;;Polen;1973, 1974;1;1;1;Institut;;Theologische Hochschule Pelplin, Polen;Das katholische Bild der Reformation;Postdoc-Aufenthalt ;"{""weiteres14563fe8f7e962e5"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/165585134\/ | VIAF-Link | _new>>""}}";B;Katholische Universität Lublin;Lublin;Polen;;
Fellow;Pogány;Agnes;;Ungarn;1984;2;1;1;Extern;Volkswagen-Stiftung;Hungarian Academy of Sciences Budapest, Ungarn;Die Inflation in Deutschland 1914–1924;;"{""weiteres52d3facfe40e8"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=047210427 | From the Cradle to the Grave? Banking and Industry in Budapest in the 1910s and 1920s, in: Journal of European Economic History 18 (1989) 3, 529\u2013549 | _new>>\r\n""}}";B;Indiana University-Bloomington;Bloomington, Indiana;USA;;
Fellow;Pók;Attila;;Ungarn;1978;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Die nationale Frage in der deutschen gesellschaftswissenschaftlichen Literatur um 1800;;"{""weiteres14560ecaad49c47b"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/112719778\/ | VIAF-Link | _new>>""}}";B;Ungarische Akademie der Wissenschaften, Institut für Geschichte;Budapest;Ungarn;;
Fellow;Pollard;Annegret Faulstroh;;USA;1978;2;1;;Institut;;University of Michigan, USA;Fastnacht und Unternehmertum in Mainz im 19. Jahrhundert;;"{""weiteres52d3facf7dab8"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=pollard+carnival | Carnival as History: Mainz, 1838\u20131888, Ann Arbor 1993 | _new>>\r\n""}}";B;"University of Michigan; University of Michigan";"Ann Arbor, Michigan; Ann Arbor, Michigan";"USA; USA";;
Fellow;Popa;Mircea N.;;Rumänien;1969, 1970;2;1;1;Institut;;University of Bucharest, Rumänien;Die deutsch-rumänischen Beziehungen in der Vorgeschichte und während des Ersten Weltkriegs;;"{""weiteres52d3fad427dca"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=popa+mondial | Primul r\u0103zboi mondial 1914\u20131918, Bukarest 1979 | _new>>\r\n""}}";B;Academia Romana;Bukarest;Rumänien;;
Fellow;Popovic;Tomislav;;Jugoslawien;1969, 1970;2;1;1;Institut;;Serbische Akademie der Wissenschaften und der Künste, Belgrad, Serbien;Die Republik Ragusa und Europa im 16. Jahrhundert;Bei Antritt bereits promoviert;;B;"Universität Belgrad; Universität Belgrad";Belgrad;Jugoslawien;;
Fellow;Popovic;Tomislav;;Jugoslawien;1984, 1985;2;1;1;Extern;1984-1985 Alexander von Humboldt-Stiftung;Serbische Akademie der Wissenschaften und der Künste, Belgrad, Serbien;Die Republik Ragusa und Europa im 16. Jahrhundert;Bei Antritt bereits promoviert;;B;"Universität Belgrad; Universität Belgrad";Belgrad;Jugoslawien;;
Fellow;Porciani;Ilaria;;Italien;1982, 1983;2;1;;Institut;;Universitŕ degli Studi di Siena, Italien;Die deutsche Verfassungsgeschichtsschreibung 1890–1933;;"{""weiteres14560ed7e4378fda"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/37039477\/ | VIAF-Link | _new>>""}}";B;Universitŕ degli Studi di Napoli;Napoli;Italien;;
Fellow;Portinaro;Pier Paolo;;Italien;1987;2;1;;Extern;Gastprofessor Universität Mainz;Universitŕ degli Studi di Torino, Italien;Der Bürgerkrieg in der europäischen Staatslehre von Bodin bis Carl Schmitt;;"{""weiteres14560ee1902cadc9"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/115633687\/ | VIAF-Link | _new>>""}}";B;"University of Oxford; University of Oxford";"Oxford; Oxford";"Vereinigtes Königreich; Vereinigtes Königreich";;
Fellow;Pótó;János;;Ungarn;1989;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Der Einfluss der preußischen wirtschaftsgeschichtlichen Schule (Schmoller, Hintze) auf die ungarische Geschichtsschreibung;Bei Antritt bereits promoviert;"{""weiteres14560ee7a9a7bbb7"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/56740561\/ | VIAF-Link | _new>>""}}";G;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
